% 1. Title : cyclus.spam.train
%
%
% 2. Sources:
%    (a) Creator : Zach Welch
%    (b) Date 2013-11-25
@RELATION BUGGY
@ATTRIBUTE Comment STRING
@ATTRIBUTE classification {clean,buggy}

@DATA
" ConverterMarket passes tests",clean
" Greedy tests pass... I believe I'm ready to merge. Oh happy day.",clean
" mirroring new file structure. moved all resource code to a resources folder",clean
" added cmakelists file",clean
" moved config files to config folder",clean
" moved over global cmakelists file",clean
" moved over utility's cmakelist file",clean
" making Input file",clean
" finalized Input file",clean
" Added cyclus.rng.in and moved Message.h/cpp to Models",clean
" added recipe logger to cmakelists",clean
" SWU converter added",buggy
" converter market added",clean
" Conditioning Facility added",clean
" started looking into enrichment facility and realized I need to understand its implementation better to change it over. Accordingly I will keep it out of the build for now and will re-insert it when/if needed as dictated by the once-through benchmarks.",buggy
" null facility generates no offers if stocks+inventory are empty.",buggy
" added line of deliniation",clean
" MarketModel now has its own exception type in marketForCommod. method doc now mentions the exception.",clean
" Made some cleanups that I noticed a need for while reviewing @rwcarlsen's last pull request.",clean
" Removed unused printTrans method from message class. Created case-specific messaging exceptions in the message header file (removed CycMessageException from CycException.h). Consolidated duplicate code in the three constructors. Renamed a few methods and variables.  Improved some comments.",clean
" cleaned up/improved message class comments more.",clean
" renamed some_variables to someVariables.",clean
" moved private members and methods down lower in the message header.",clean
" moved implementation of many message methods to cpp file.",clean
" deleted unused message 'reverse' method. reordered message methods more nicely.",clean
" changed var names back to use_underscores",buggy
" updated comments with directives.  However - left transaction related comments alone becuase they will be overwritten with changes/new-improved comments in my transaction class refactor which is nearly done.",clean
" reinstantiated some adjustments overwritten in merge.",clean
" moved logger doc from class file to site.",clean
" updated cli usage help output to clarify verbosity arg",clean
" This removes the repository input files from the core. They're not supposed to be here.",clean
" removed unnecessary init methods. Everything in them belonged in constructors.",buggy
" cleaned up includes in message class.",buggy
" added include so converterModel no longer 'borrows' the include from Message.h",clean
" created transaction class and moved trans-related methods out of Message class and into Transaction class.",buggy
" got rid of transaction static factory methods - they were a bad idea.  Added a TransType enum.",buggy
" much progress converting existing models to use the new Transaction class.",buggy
" more work converting models to use new transaction class.",buggy
" Eliminated some code duplication in RecipeReactor.  RecipeReactor updated to use new Transaction class.",buggy
" added clone method to transaction class - used by Message class clone method.  Remaining models configed to work with new transaction class.",buggy
" transaction market() method has code that makes it clear that it throws an exception.",clean
" renamed somVars to some_vars and cleaned up/improved comments with directives.",clean
" moved approveTransfer method to transaction class to facilitate messageless transactions among other things.",buggy
" updated models to call approveTransfer in transaction class instead of message class.",buggy
" removed test checking affects of message killing on approve transfer because the interaction between the two is now inappropriate with separate message and transactino classes.",clean
" fixed greedy market tests to use new transacting technique.",buggy
" sed replaced add/removeResource methods with new signature (using Transaction).",buggy
" more sed replacements to make add/RemoveResource method bodies comply with new signatures.",buggy
" fixed quirky bugs resulting from sed replacements.",buggy
" Added link to git workflow tutorial.",clean
" Added run_all_inputs python script to the Testing folder and added CMake step to copy it during the build.",buggy
" made skeletal run_all_inputs file added workflow path class for TestFile.",buggy
" Makes certain the full file path is saved in the files list.",buggy
" added more modularity and test structure as well as docstrings",buggy
" The os and subprocess modules of cyclus have changed often between versions of python. This aims for something version 2.6 compatible.",buggy
" fixed cli verbosity option parsing error.",clean
" Cleared some errors concerning the use of Popen",buggy
" got output part of io_tuple for return value",buggy
" More correctly grabs output from io_tuple",buggy
" Current version works but only from the cyclus build directory.",buggy
" Adds a summary at the end of the script",buggy
" Now the configure step sets up the cyclus executable and input file paths.",buggy
" Fixed relative path issues",buggy
" added copying of recipebook and facility catalogs to current working directory",buggy
" adds cleanup to catalog moving functionality.",buggy
" reduced verbosity level unless specified.",buggy
" Fixes verbosity flag option.",buggy
" shell for matchWith method.",clean
" finished implementing matchWith",buggy
" updated models to use new matchWith instead of setRequester etc.",buggy
" improved matchWith doc comment.",clean
" message class now auto-sets next dest to curr owner's parent or receiver if parent == curr owner.",buggy
" removed now unnecessary setNextDest calls from models - using the new auto setting message functionality\!",clean
" updated message header documentation.",clean
" improved style safety in setNextDest method by reording some lines.",buggy
" added some help",buggy
" fixes improper exception handling for NULL parent.  I thought root model nodes had themselves as their parent - apparently they now have been changed to hold a NULL parent.",buggy
" Adds better docstrings. Not yet beautiful but now functional and readable.",buggy
" fixed some print_usage issues",buggy
" fixing usage message indentation.",buggy
" typo funciton=function . Fixed now thanks Robert.",buggy
" prefer cleaner run() to run_tests(). Good suggestion @rwcarlsen .",buggy
" Prefer no_errors to test_no_errors. Another cleanliness suggestion by @rwcarlsen .",buggy
" removed function placeholder test_expected rather than renaming it. It was sloppy to leave a placeholder there an artifact from my development process.",buggy
" uses os.path.join.",buggy
" changed filename to run_inputs.py  so that it's shorter.",buggy
" Remove human-modified date stamp from README.rst  It doesn't make sense to have a human-modified date stamp in a revision controlled file when the primary modes for viewing that file (cli & github) already give ready access to change date.",clean
" improved message comments and deleted unused partner_ member.",clean
" added notes field to Message class.",clean
" added some destinations... simpler version than the itk system",clean
" Added cyclus directory to destination",clean
" changed share to Data for now",clean
" Starting to mimic prefered install structure in all builds",buggy
" Added notion of build root directory now that the cyclus path is in the bin directory within the build root.",buggy
" Cleaned up oddly formatted log message.",clean
" Finds libraries correctly in traditional libMyNewModel.so/dylib locations.",clean
" demonstrated moving libs to lib/Model/Facilty/NewFacility/libNewFacility.so(dylib). Used Batchreactor. Now do it to everything and link them up. . .",clean
" demonstrates correct installation of the BatchReactor library to /cyclus/lib/Models/Facility/BatchReactor/BatchReactor.so(.dylib)",clean
" added some macros for adding a cyclus module.",buggy
" Simplified library loading and installation by including the cyclusModuleMacros cmake file and using the appropriate macros in each of the CMakeLists files for each of the dynamically loadable modules.",clean
" fixing rng file installations.",buggy
" Some installation and path finding changes to commit before heading off to work... Not a working commit... broken.",buggy
" cleanup",clean
" Cleaned up path issues in env.",buggy
" Final cleanup to allow commandline optional output directory.",buggy
" fixed broken inhereted StubCommModelTests.",buggy
" Reduced code by making cmake macro more generic.",buggy
" Something about the cyclusunittestdriver is broken in the linking step.",buggy
" Fixes path to masstable bug introduced in commit #af5cd56",clean
" fixes installation order of gtest.",clean
" making it easier to define tables.",buggy
" Renamed addColumn to addField with a new signature. Updated all table class usage to comply with new addField signature.",buggy
" fixed all bugs and deleted unused setPrimaryKey(column) func.",buggy
" Fixed failing DatabaseTests caused by re-structuring of cyclus executable. Needed build path rather than cyclus path.",clean
" Fixed failing BookKeeperTests caused by re-structuring of cyclus executable. Needed build path rather than cyclus path .",clean
" Changes the default testing files creation directory to the current working directory. Allows tests to pass even if the test executable is in a root-only writable directory (i.e. the installation location). I also added some cleanup in the tests which doesn't jive exactly with the BookKeeper and Database tests. I'll make an issue out of them.",buggy
" keeps DatabaseTests from deleting the file if the file has not yet been written.",buggy
" keeps BookKeeperTests from deleting the file if the file has not yet been written.",buggy
" Simplifies the main CMakeLists.txt file by adding one in the Config directory",buggy
" Made it so that the installed version of the run_inputs.py script is configured to use the installed cyclus executable.",buggy
" Fixes the installation of the rng files to place them in the lib directory.",buggy
" Fixes the rng files in the build directory so that they're placed in the lib directory.",clean
" These changes facilitate make test by registering more tests with the ctest framework .",buggy
" puts the CMakeLists.txt files for defunct modules back in their proper place. Now that the cmakelists contents are simpler commenting those contents is a preferred method of disabling the building of unwanted modules.",buggy
" stdio.h didn't provide the correct remove function after some googling cstdio does.",buggy
" taking this step-by-step creating a minimally new input file to test building before I go into strategies",clean
" updated build input decks",buggy
" removed minimally small input deck",clean
" uncommented the decay-related functions in timer",clean
" added all required supply/demand functionality",buggy
" fixed publi:c typo",buggy
" Changed Product to Commodity",buggy
" header file now conforms to implementation for function parameters",clean
" overloaded function operator to ease use",clean
" addressed copy/paste typos and documentation issues as brought up by katy",clean
" added table that records generic resource qualities.  killed method that allows generic resource quality mutation.",buggy
" Adds some installation of header files into the PREFIX/cyclus/include install directory",buggy
" Reducing redundant header dependencies",clean
" Reducing redundant header dependencies. This time intrusive base pointer.",clean
" Transaction does not need table if it has Resource .",clean
" Adding include files to the include directory.",buggy
" Removed command that decends into Models directory. We'll have to make those their own project and separate them officially in issue #66 #190 and finally #191.",clean
" Put the add_subdirectory(models) command back in...",buggy
" commented out the part where we build the shared libraries...",buggy
" Separated core library added FindCyclusCore.cmake file.",buggy
" fixed sourcefile path finding in models directory",clean
" Some attempts at including the right headers.. .",buggy
" It's building again.. next step full separation?",buggy
" Fixed FindCyclusCore.cmake so that it finds stuff better...",buggy
" Rearranged to put core in its own directory.",buggy
" Fixed misplacement of rng files.",clean
" Didn't need to require cycluscore.",clean
" Helps the installed version of the Unit Test Driver to link properly to the gtest library.",clean
" Fixed missing tests problem.",clean
" Cleanup",buggy
" didn't need to install the interface libraries...",clean
" Moved build version of run_inputs.py destination directory..",buggy
" adds cmakelists for the core.",clean
" Renamed core to Core",clean
" fixed instances of core so that they are now Core",buggy
" Fixed issue of broken configuration of the suffix.h file that @gidden mentioned. Please give it a clean check.",clean
" Moved supply and demand stuff to the right folder.",clean
" This fixes the boost library finding issue noted by @gidden and @carlsen. Unfortunately seven of the BookKeeperTests and DatabaseTests are now failing.",clean
" removed checkQuantity checkQuantityGT and checkEquality methods",buggy
" fixed failed material test bug",clean
" fixed bug where Database and BookKeeper tests were failing due to undeleted test files.",buggy
" isolated 'alive' changes to their own public method. setParent invokes this method.",buggy
" fixed bug where attempts were made to reinsert agents into db.",clean
" Fixed linking problem in installed executables.",clean
" made receiveMessage method private (as it should have been). made registerMarket method public to better allow for code-based simulation configuration.",clean
" added @param to receiveMessage",clean
" adds ability for models to peek at supply/demand balance of commodities mid-simulation",clean
" added param doc to tallyOrder signature.",clean
" This may fix issue #228 for the CAE machines. Please check it.",clean
" added a building manager",buggy
" successfully linked cyclopts and included coin in the cyclus build. NOTE: this requires two environment variables now: COIN_ROOT_DIR and CYCLOPTS_ROOT_DIR",clean
" added a test input file. defines a new growth inst... seeing a pattern here.",buggy
" modified growth test input file",buggy
" copied build inst into a growth inst folder. they'll nominally be the same with some capacity demand info",clean
" updated cmakelists. at work i don't have to link but at home i do. i don't claim to understand why there's a difference.",clean
" removing growthinst. it wasn't part of this commit package to begin with.",clean
" line lengths limited to 80",clean
" moved cyclopts and coin status checking to findcoin and findcyclopts",clean
" updated the find coin and cyclopts cmake files to match those in the example of cyclopts",clean
" It looks like the pull request #198 didn't actually include the new files in the build. This adds them to the build. The new build has not been tested as of this commit. There may be unresolved issues yet unnoticed because the pull request previously didn't include building the actual files into cyclus.",buggy
" Removed buildmanager from the build. It needs a patch.",clean
" There is no reason to go futzing around for the absolute cyclus path when we can just find it during configuration. I have made it so that Env.cpp is produced during the configure step from Env.cpp.in and contains the absolute path to the build directory whether being built locally or installed. I don't think there are any unforseen negative consequences of this. However it's possible that I've overlooked some. Also I only implemented this in the getBuildPath method. It's likely that the getCyclusPath method should also be implemented in this way.",buggy
" Fixed path in DecayHandler.",buggy
" adds a getInstallPath to the Env to be applied during the configure step.",buggy
" fixes bug where split generic resources were not having quality recorded in output db.",clean
" Moved concrete model directories (converter inst region facility market stub etc.) out of the Core/Models directory to begin testing separability.",clean
" Added a readme to the models directory to make everyone aware of the goings on.",buggy
" Adds a CMakeLists file to the soon-to-be Cycamore project directory.",buggy
" Adds some CMake support macros adjusts CyclusModuleMacros to be appropriate for Cycamore... thus CycamoreModuleMacros .",buggy
" moved Models into its own cycamore directory. Too much fuss was being caused by the flattened directory structure.",clean
" Moved CMake directory out of Models into top directory.",clean
" copied Models/CMakeLists.txt to the top cycamore directory in order to separate it into two.",buggy
" split the cmakelists files in two.",buggy
" added Testing and doc directories to cycamore top level directory.",buggy
" Moves the interface testing files (acceptance tests) to the cycamore tree.",buggy
" fixed macro to direct down to the models directory added models directory to cycamore build.",buggy
" moved references to the interface tests out of the cyclus directory. They are now solely referenced in the cycamore tree.",buggy
" Made it so that a copy of the cyclus.rng.in file is installed next to the share/cyclus.rng file.",clean
" added shared directory finder in findCyclusCore and added cyclus.rng.in installation from the cycamore tree..",buggy
" linking concrete modules to cycluscore.",buggy
" Needed to install gtest.h so that CycamoreUnitTestDriver can find it.",buggy
" Needed to install Test*.h so that cycamore's concrete model tests can find them.",buggy
" Linked concrete modules to the cyclus core libraries.",buggy
" Installs all the shared cyclus data files into cycamore's share directory. It would be better to make a symbolic link or embed that finding in the Cycamore paths but I don't know how to do that.",buggy
" Adds the parameterized tests to the test core. Model separation complete?",buggy
" Improved FindCyclusCore to use environment variables.",clean
" changed FindCyclusCore.cmake to Findcycluscore.cmake so cmake could find the file. Added a PATH_SUFFIX for the libs in findcycluscore",buggy
" removed an unnecessary lookup from cycamores findcmakelists file and updated the findcycluscore file after having added the path suffix to the lib lookup",clean
" Actually just noticed that the cyclus.rng file should be from the install path rather than the build path.",clean
" Removed deprecated references to INTERFACE_LIBRARIES. Thanks for noticing that @gidden !",buggy
" Removed unnecessary duplicate FindCyclusCore",clean
" Rearranging the hints makes the environment variable trump all other installations.",buggy
" conforms build manager to updated supply demand manager and limits line lengths to 80 chars.",buggy
" odd linking error...",clean
" ok linking error resolved. because buildmanager is in core/utility cycluscore must link to cyclopts and coin. however when we make the module toolkit repo we can unlink them if preferred.",clean
" split the symbolic function header file into a header file and implementation file added the impl to cmakelists",buggy
" cleaned up previous commit now compiles and runs tests",clean
" added abstract factory and concrete factories",clean
" adds a basic factory utility that can provide any basic symbolic functions",clean
" commented out the overloaded function operator; paul had concerns about this previously. if we get enough use cases we can uncomment.",clean
" split the symbolic function factories into their own header files",buggy
" starting to fix public minfrac variable.",buggy
" cleaned up Transaction constructor;",buggy
" cleans up minfrac stuff",buggy
" Trying to fix failing constructor test.",buggy
" Fixes broken test. Largely this was an issue with the test rather than the constructor. That said I was forced to be more formally correct with the constructor in order to track down the issue in the test. Success.",buggy
" This should fix the cycamore build issue",buggy
" This removes cycamore from the cyclus repository tree. Cycamore is now located in the cyclus/cycamore repository. This should satisfy issue #191.",clean
" this removes the inputs and the run_inputs.py script from the cyclus core build addressing issue #250 .",clean
" Add variable to allow document only build of cyclus core. [hack]",clean
" added some documentation on the testing shceme and the pull request system.",buggy
" Fixing some unindented code blocks",clean
" Fixing some unindented code blocks",clean
" Was using sphinx syntax in the readme... sigh.. it's fiday.",clean
" Was using sphinx syntax in the readme... sigh.. it's fiday.",clean
" getting rid of suggestions that people push their code directly.",clean
" moves the input directory out of the cyclus core repository",clean
" fixed the rng file to allow for no extra blank lines when configuring.",buggy
" reinstated model tests.",buggy
" added the cpp and h files for interface acceptance tests to the installation step of the cyclus core.",clean
" added stub and stubcomm interface tests for what it's worth.",buggy
" Fixes typo in StubCommModelTests .",clean
" added a new get_xpath function for all classes of get_xpath functions. This new function type takes an xml xpath context as an argument to allow for snippets to be used to test init functions. All functions that previously were defined now call this new function providing the singleton's current context as its argument. Additionally I have changed all context and node arguments to actually be references to the contexts and nodes.",clean
" provides a getter function for the xml context",clean
" fixed genrepo circular messaging problem but now have segfault in message tests.",buggy
" fixed bug where autoset next dest was not being invoked at all the right times. Cleaned up/simplified message internals.",clean
" finished up equality issues",clean
" added printing capability to symbolic functions and querying of demand functions to supply demand manager. also cleaned up line lengths",buggy
" small changes to function calls in Model's setParent so that I can do it without invoking other sim stuff for testing. functionality has not changed.",buggy
" changes the name of the RecipeLogger to RecipeLibrary",buggy
" completes name change",buggy
" more changes of the 'daughters' naming convention'",buggy
" finishes renaming from log to record and daughter to child on the way to issue #127 ...",buggy
" changed decay_chains_ to decay_hist_ ... made more sense to me less ambiguous. probably does the trick with issue #127 .",buggy
" Update src/Core/Utility/RecipeLibrary.h  Tweaked include include barriers.",clean
" Updated documentation errors - till one error that I don't know what to write.",buggy
" Fixes param description of parent in IsoVector::executeDecay and fixes compile error caused by renaming of paramter p to commodity in SupplyDemand::CommodityInformation /Users/khuff/repos/cyclus/src/Core/Utility/SupplyDemand.h:120:14: error: use of undeclared identifier 'p' commodity_(p) demand_(fp) supply_(0) {producers_ = std::vector<Producer>();}",clean
" Update src/doc/CMakeLists.txt  Sneaking in an alternative target for documentation so that ${REPONAME}doc resolves to a valid target.",clean
" added header file for MarketPlayer",buggy
" created MarketPlayer class",buggy
" added bare market player manager files. currently compiles.",buggy
" finished market player manager class. need to write tests for both.",buggy
" added decreasing functionality for the supply demand manager and provided tests for the class. fixes #275 and fixes #276",buggy
" added some touchups related to comments on pull request #281",buggy
" includes cycexception in sdmanagertests.",buggy
" adds a notion of facility lifetime to the FacilityModel class. This is queried during the init() function. If no such value is present the lifetime is default set to the simulation time. In order to achieve this behavior the XMLInput class was modified to throw exceptions rather than print to stderr. The FacilityModel class catches such exceptions. After getting its lifetime the FacilityModel class determines its decommission date. A virtual decommission function is provided whose default behavior is to call delete on itself if the current time is greater than or equal to the decommission date.",clean
" added build date and made the decommission date setter function more reasonable",clean
" fixes situation in which delete var1 var2 var3 is used. Since delete has higher precedence than  the expression only deletes var1.",clean
" updated build manager to use a pointer to its sdmanager. also added tests for the build manager. fixes #273 and fixes #277.",buggy
" fixed delete comma separated list issue",clean
" tests written for market player class and market player manager class",buggy
" now installs new test header files",clean
" updated manager to be able to be inherited (empty constructor)",clean
" this updates findCOIN to match findCOIN in the cyclopts repository. It helps add options for specifying nonstandard build locations.",clean
" fixes seg fault issue. the correct condition to check for is 'xmlXpathNodeSetIsEmpty(result->nodesetval)'. additional changes were required to make other input conform.",buggy
" updated rng file",clean
" updated sdmanager to internally keep track of supply",clean
" added a more robust supply test",clean
" Add missing header files to install list.",clean
" made setparent virtual",buggy
" Added a note regarding setParent being virtual and other discussions in issue #307.",buggy
" updated paul's doc_fix branch",clean
" updated inheritable classes without virtual destructors",clean
" another destructor update and moved virtual-ity from setParent to doSetParent. this will be revised upon the completion of #307.",buggy
" what to do if your core changes have broader impacts.",clean
" the rng file doesn't need to exist here. It is created from the cyclus.rng.in file.",clean
" adds incommodity and outcommodity according to desire in #323",clean
" oops bad copy pasting also ref's available so element defs not necessary.",clean
" adds new columns agent_type model_type and prototype to the agent table.",buggy
" adds marketID column to transactions table it references the ID for the market in the markets table.",buggy
" MarketID references ID in agents table. There is no market table.",buggy
" adds commodity column to transaction table.",buggy
" moved decay(months) to make it protected rather than public.",clean
" adds some tests not yet passing.",buggy
" moves the decay method into protected scope.",clean
" Working tests for XMLQueryEngine in CMake and build.",clean
" Adding first version of XMLQueryEngine with tests.",buggy
" Add a few comments to XMLQueryEngine",clean
" Fix comment typo.",clean
" a good start on #345",clean
" added cpp files for region and market",clean
" adds a post install script...",buggy
" installation of rng files commencing.",buggy
" fixes some compile errors",clean
" removes postinstall nonsense. Just adds rngs directly to rng.in.",buggy
" fixed rngs to have text entries.",clean
" better to leave the headers intact.",clean
" some massaging of the rng schemas.",clean
" fixes a number of rng issues.",clean
" this adds an input file for demonstration and a TestConverter for clarity.",buggy
" partially through sim init upgrade",buggy
" reworked sim initialization order and separated function names into more reasonable descriptors. fixes #317 and part of #318.",clean
" changes terminology about how concrete models enter the simulation. regions now 'enter the simulation' at the end of their initialization step. fixes #318.",clean
" updated the way insts add facilities as children to match prototype paradigm. cleaned up the InstModel interface but more to come on next commit. Fixes #320.",buggy
" added capability for inst models to build prototypes at the beginning of the simulation. fixes #319.",clean
" updated core to new no copy/no deep copy paradigm. still need to do testing.",clean
" updated tests to remove testing the copy paradigm.",clean
" added missing header files and cleaned up code. removed itLives() method and references to it as it was obsolete. code compiles and tests pass.",clean
" updated pull request adding back in a map for already loaded modules",clean
" intermediate commit adds XMLFileLoader to CMakeLists.",clean
" First intermediate commit of XMLFileLoader capability.",clean
" Someone expressed a preference for alphabetizing source files in the CMake lists.",clean
" Intermediate commit of tests - some don't behave.",buggy
" Fixed a test. Additional methods are responsible for loading simulation data so need to be connected to test.",clean
" adds a notion of incommodities and outcommodities to the FacilityModel.",clean
" null pushback is a bad idea... segfault.",clean
" adds some comments about the whys and the wherefores of adding commodity lists to the facilities.",clean
" I used the command 'git revert -n -m1 HEAD~4..HEAD' to get to a point in the code yesterday when cycamore built successfully against cyclus.",clean
" implemented now trying to compile.",buggy
" checkisomass test compiles",clean
" more tests compiling",clean
" all tests compile",clean
" test improvements",buggy
" switches terminology to be correct in the code though table columns still don't match.",clean
" adds mat tests",buggy
" adds tests that find a mass table bug. #360",clean
" fixes mass table bug tests need to be slightly adjusted.",buggy
" allows the guestimate for atomic masses in the tests to be near the integer value.",buggy
" only have time to test this at the moment.",clean
" tests pass",clean
" created tests requiring an exception to be thrown if you try to extract more than is available from a material.",buggy
" adds tests to make sure default constructor creates a zero vector",buggy
" the normalize() function doesn't really need to throw an exception if it normalizes the zero comp. It actually behaves fine.",clean
" this does a little bit better job of testing comp equality in the test. Utilizes compEquals.",buggy
" adds a  test addressing the issue expressed in #367",clean
" fixes part of #367. The return value is now the correct extracted (rather than remainder) material",buggy
" minor typo fix.",buggy
" now the extract method throws an exception when too much of some isotope is being extracted from another isovector/material",clean
" first shot at new subtraction operator makes tests fail. Are tests wrong?",clean
" fixes confusing names in isovector tests to slightly more meaningful names with less redundancy... this will help me parse the tests as they stand.",clean
" isotopes.size()-1 was too verbose.",clean
" rolls back changes to IsoVector preferring to leave the changes to extract out of the isovector class... material conservation belongs in the material class where notions of total mass are available.",clean
" operator declarations.",buggy
" rolled back isovectortest changes",clean
" rolled back isovectortest changes",buggy
" fixed extract method in material class to accept a compmap and to bypass the isovector class entirely to avoid isovector::separate function which is not what we want with material extraction.",buggy
" added test to make sure that exception isn't thrown when a zero mass is found for some isotope.",clean
" added test to make sure that exception isn't thrown when a zero atom fraction is found for some isotope.",clean
" added tests of setQuantity",buggy
" removes massify resulting in not normalizing during the extraction.",clean
" extraction tests pass.",buggy
" added informative comments.",buggy
" added @throws directives where appropriate",buggy
" Update src/Core/Resources/Material.h  Doxygen hotfix",clean
" Adds a test concerning differing composition extraction a little more in detail catches a bug and fixes it.",buggy
" added unnormalizeComp function to help fix failures in extraction for differing compositions",buggy
" added further test to detect failures in extraction for differing compositions",clean
" changed material tests to reflect the discussion in pull request #373",buggy
" actually let's go with @rwcarlsen's suggestion.",buggy
" implements changes they pass the tests.",clean
" moves unnormalizeComp to private.",clean
" makes sure the comp to be removed is both in mass form and normalized.",clean
" swapped A and Z column data in mass.sqlite",clean
" added proper indentation to code (formatting change only)",clean
" added individual col selects from mass.sqlite",buggy
" gets rid of testing.dox",clean
" adds the document outline discussed on 10/2 about the domain model",clean
" Revert I used the command 'git revert -n -m1 HEAD~4..HEAD' to get to a point in the code yesterday when cycamore built successfully against cyclus.  This reverts commit 4b3c2a01c2d5aa84ba685e9b615b56b0e09a52af.",buggy
" hotfix to fix small things from recent commits",clean
" Adding notes on changes necessary for new XML handling.",clean
" cleaned up XML files",buggy
" updated the query engine tests to be more easily readable",clean
" added a base class for query engines",buggy
" updated xml query engine to be derived from base class. could probably use some conceptual cleaning up.",buggy
" small tweak in query engine destructor",clean
" updated recipe library to load recipes with a query engine. fixes #356",buggy
" Updating Timer for new simulation input paradigm.  Changed Timer::load_simulation() signature * commented old call out of InputXML * added call to XMLFileLoader  In addition this changes the Cyclus RNG schema.",buggy
" someone my deletes were missing... fixed it",buggy
" cleaned up the code a bit taking out input xml's call to the load recipes. note that the last commit fixes #355.",buggy
" An intiald attempt at tests for the QueryEngine abstract interface.",clean
" Extended interface to be able to query the name of the current element. Changed some variable names for clarity.",buggy
" Removed some old commented code. Updated getElementName to match QueryEngine interface.",clean
" Add generic exception to QueryEngine.",buggy
" Update ConverterModel to use QueryEngine instead of XML.",clean
" Update InstModel to QueryEngine.",clean
" update RegionModel to use QueryEngine",clean
" Update MarketModel to use QueryEngine",buggy
" Update XMLQueryEngine tests for changed QE interface.",clean
" Attempt to modify InputXML to use XMLFileLoader for continuous validity - not sure this is working",clean
" Update Model for QueryEngine and push top level calls to load entities back to XMLFileLoader.",buggy
" Update StubCommModel for QueryEngine.",clean
" Rename variables to refer to Prototypes rather than the Facililties.",buggy
" Update FacilityModel for QueryEngine",clean
" updated pauls work a bit",clean
" pauls work now compiles",clean
" updated query engines to get node names only from the surface level",buggy
" updating model files query engine interaction",buggy
" added simulation initialization functionality to the model class",buggy
" switched file handling to the xml file loader",buggy
" quick fixes to app",clean
" updated models to now enter the simulation after being loaded",buggy
" updated the file loader to only load modules. catalog support has been taken out for now. the input xml class has been fully replaced by the xml file loader class. fixes #358.",buggy
" removed notion of prehistory. that's now taken care of by our init process",clean
" updated error class in the xml engine",clean
" updated xml engine documenatation and removed empty constructor",clean
" some work done on testing the xml engine/loading. it's not working as I expected so I'll have to review perhaps retool.",clean
" added libxml++ dependency",clean
" updated cmakelist file",clean
" staging for changes to xml query engine and file loader to use libxml++",buggy
" added an xml parser",buggy
" update",clean
" finally builds and runs on CAE",clean
" framework provided for testing the xml parser",clean
" added a relax ng validator based on libxml++'s validator",buggy
" removed extraneous files",clean
" re-added the libxml2 dependency",clean
" updated parser to use the relax ng validator",clean
" added documentation to the validator",clean
" added cyclus errors to the validator and parser. parser tests done for now",buggy
" new xml query engine implementation rough draft complete",buggy
" completed tests for the query engine",buggy
" just a little clean up",clean
" rough draft for file loader complete. need to write tests.",buggy
" xml file loader now runs and is tested. caveat to be worked on",buggy
" added construction wrappers for all table pointers",buggy
" preparing for constructor/destructor/library update",buggy
" moved xml file loader test setup/teardown impl to cpp file",buggy
" initial work on a dynamic module class",buggy
" updated the dynamic module class",buggy
" rough draft of dynamic lib overhaul done. need to migrate to cmake config-ed.",clean
" updated dynamic module",buggy
" moved derived functionality to the configure step",buggy
" took out old classes from their cmakelists",clean
" removed old files",clean
" new dynamic loading paradigm now in place",clean
" new dynamic loading update fully implemented. dynamic libraries are now tracked by objects to guarantee their opening and closing properly. all models now get deleted through the proper destructor handle",buggy
" changed core models to have extern destructors",clean
" final touches. changes didnt fix our problem though.",clean
" ready to talk to the scientists... computer scientists.",buggy
" Rough draft fix for tests dying. I'll look to see if we need any more build system cleaning up.",buggy
" updating file loader tests",clean
" cleaned up file loader tests and added tests for schema application and throws",clean
" added error checking to dlclose and made dynamic module constructor initialize all members",buggy
" cleaned up initialization lists and removed static member variables",clean
" removed implementation file from being compiled with the test driver",clean
" cleaned up comments looking for errors",clean
" added the construct sim step to the file loader tests to make sure everything works as expected",clean
" final commit here making sure we install all test header files",clean
" added model test files back to being installed.",clean
" commented out old tests for inst models... this will need to be revised in tandem with the cycamore update",clean
" added a little python script to find and replace text",clean
" replaced mangled constructor/destructor names",clean
" updated test inst to work with cycamore",clean
" updated market interface to allow testing in cycamore",clean
" added ability to query about facility lifetime",clean
" working on integrating core with cycamore to run a simple input.",buggy
" reworking clone functionality to make it more core-central",buggy
" more core updates",clean
" should be final core commit matching cycamore and cyclus core with the new input/init paradigm",clean
" moved tabs to spaces in rng files",clean
" updated simulation entering process",clean
" added some error checking to the module construction/destruction step and moved facility decommissioning into the inst model class so derived modules dont have to run facility model's handle tock",clean
" added decommission protection to facilities",clean
" added building protection",clean
" removed canbuild from model interface",clean
" separated out the commodity class from the supply demand header file",buggy
" added a mixin class for producers of commodities",buggy
" added back the separated out commodity class",buggy
" added a mixin for managers of commodity producers",clean
" actually adding the files..",buggy
" moved commodity information storage in the commodity producer class to its own structure and reformulated tests accordingly. in this update i add a notion of cost to commodity information struct. additional additions should be simple.",buggy
" updated tests for commodity-related utility classes",buggy
" added test helper files",buggy
" added a builder class which simply provides an interface to entities that can be built",buggy
" finished implementation for builder and builder manager update. tests to follow",buggy
" updated builder interface for clairty",buggy
" finished building manager work with tests",buggy
" added requisite inst model functionality to allow for registration needs",buggy
" added define guards to the commodity test helper class",clean
" got rid of a cout",clean
" moved commodity producer methods to take const parameters",buggy
" added ability to copy produced commodities from a source",buggy
" updated resource buffer api to be more intuitive",clean
